"Data","Regiao","Sum(Novos_Confirmados_Dia)","Sum(Novos_Mortos_Dia)","Mean(Area)","Mean(Populacao)","Mean(Densidade_Demografica)","Mean(Tx_Geomet_Cresc_Anual_Popul_2010_2020)","Mean(Grau_Urbanizacao)","Mean(Ind_Envelhecimento)","Mean(Popul_Menos_15Anos)","Mean(Popul_60Anos_Mais)","Mean(Razao_Sexos)","Mean(Ind_Isolamento(%))","Mean(Total_Leitos_UTI_Adulto)","Mean(Total_Leitos_UTI_Pediatrica)","Mean(Total_SUS)","Mean(Total_SUS_Pediatrica)"
"15/04/2020","Oeste",66,5,74.21000000000001,266908.3333333334,6109.396666666668,1.2216666666666667,100.0,54.82166666666667,21.560000000000002,11.718333333333334,95.27333333333334,51.33333333333333,5.5,0.0,0.0,0.0
"15/04/2020","Sudeste",109,7,118.38571428571427,384370.00000000006,5566.045714285714,0.6085714285714287,99.77000000000001,88.05714285714284,18.244285714285716,15.475714285714286,93.58285714285716,45.42857142857143,28.428571428571423,1.9999999999999998,0.0,0.0
"15/04/2020","Sudoeste",32,0,127.275,141468.0,3556.0733333333337,1.475,99.41666666666666,53.44166666666668,21.915000000000003,11.668333333333335,96.32666666666667,35.0,0.0,0.0,0.0,0.0
"16/03/2020","Centro",83,0,1521.11,1.186966E7,7803.29,0.54,99.1,82.2,18.99,15.61,90.89,0.0,957.0,20.0,20.0,0.0
"16/03/2020","Leste",0,0,29.56,193037.0,6530.35,1.39,95.51,50.76,21.48,10.9,95.47,0.0,0.0,0.0,0.0,0.0
"16/03/2020","Oeste",0,0,107.25,266365.0,6094.34,1.5550000000000002,100.0,59.025,21.130000000000003,12.469999999999999,95.78,0.0,1.5,0.0,0.0,0.0
"16/03/2020","Sudeste",4,0,165.6375,529332.25,5807.119999999999,0.5,99.5975,102.0275,17.345,17.122500000000002,92.0825,0.0,44.75,3.5,0.0,0.0
"16/04/2020","Centro",144,45,1521.11,1.186966E7,7803.29,0.54,99.1,82.2,18.99,15.61,90.89,49.0,957.0,20.0,20.0,0.0
"16/04/2020","Leste",54,5,233.02444444444444,325400.5555555555,2795.7788888888886,1.2155555555555555,94.07666666666665,60.76222222222222,20.947777777777773,12.663333333333332,96.43888888888888,41.666666666666664,2.888888888888889,0.22222222222222227,0.0,0.0
"16/04/2020","Norte",12,0,146.302,120693.0,1326.854,1.6440000000000001,96.23800000000001,55.790000000000006,20.794,11.448,99.50399999999999,54.6,0.0,0.0,0.0,0.0
"16/04/2020","Oeste",86,3,74.21000000000001,266908.3333333334,6109.396666666668,1.2216666666666667,100.0,54.82166666666667,21.560000000000002,11.718333333333334,95.27333333333334,50.66666666666666,5.5,0.0,0.0,0.0
"16/04/2020","Sudeste",62,3,118.38571428571427,384370.00000000006,5566.045714285714,0.6085714285714287,99.77000000000001,88.05714285714284,18.244285714285716,15.475714285714286,93.58285714285716,44.85714285714286,28.428571428571423,1.9999999999999998,0.0,0.0
"16/04/2020","Sudoeste",23,0,127.275,141468.0,3556.0733333333337,1.475,99.41666666666666,53.44166666666668,21.915000000000003,11.668333333333335,96.32666666666667,34.66666666666667,0.0,0.0,0.0,0.0
"17/03/2020","Centro",11,1,1521.11,1.186966E7,7803.29,0.54,99.1,82.2,18.99,15.61,90.89,38.0,957.0,20.0,20.0,0.0
"17/03/2020","Leste",1,0,174.12,772156.0,5385.29,1.205,97.755,54.084999999999994,21.225,11.469999999999999,95.24000000000001,36.5,11.5,1.0,0.0,0.0
